SalesOrderID,CustomerID,SalesPersonID,TerritoryID
52143,13663,,8
52144,11868,,6
52145,12708,,4
52146,12089,,6
52147,11302,,1
52148,22950,,9
52149,28720,,9
52150,22276,,4
52151,27800,,10
52152,23224,,10
52153,13521,,9
52154,18251,,9
52155,18254,,9
52156,16703,,9
52157,24609,,9
52158,24613,,9
52159,11996,,9
52160,11422,,10
52161,11381,,10
52162,11380,,8
52163,11978,,4
52164,11119,,9
52165,16617,,9
52166,28533,,9
52167,19499,,10
52168,13790,,8
52169,11632,,6
52170,12795,,6
52171,15172,,6
52172,24989,,1
52173,26278,,1
52174,23785,,1
52175,26017,,4
52176,18677,,6
52177,23729,,4
52178,16870,,6
52179,23249,,1
52180,19727,,1
52181,13732,,6
52182,19168,,1
52183,17506,,4
52184,27400,,6
52185,24746,,6
52186,16814,,4
52187,18110,,4
52188,15430,,1
52189,15257,,1
52190,14761,,4
52191,23070,,6
52192,21339,,6
52193,15278,,4
52194,16209,,7
52195,15821,,4
52196,17993,,8
52197,28730,,10
52198,12502,,10
52199,27323,,7
52200,12984,,6
52201,18962,,4
52202,11526,,6
52203,12058,,4
52204,17647,,7
52205,18700,,9
52206,17514,,9
52207,11056,,9
52208,21603,,1
52209,29388,,7
52210,18308,,9
52211,18482,,9
52212,18275,,9
52213,11410,,7
52214,11483,,7
52215,12931,,4
52216,15140,,9
52217,17078,,9
52218,21887,,9
52219,27978,,9
52220,13998,,9
52221,17291,,9
52222,17629,,8
52223,19493,,10
52224,23635,,10
52225,29014,,1
52226,26788,,4
52227,26598,,1
52228,24820,,1
52229,26573,,1
52230,24497,,1
52231,11712,,6
52232,22038,,4
52233,23452,,4
52234,22163,,4
52235,23277,,4
52236,23050,,1
52237,14604,,6
52238,20696,,1
52239,19733,,1
52240,26505,,6
52241,17447,,4
52242,18102,,4
52243,22544,,6
52244,22154,,6
52245,16018,,4
52246,13508,,7
52247,28456,,7
52248,14704,,7
52249,18871,,6
52250,13360,,4
52251,13372,,1
52252,21507,,10
52253,24550,,10
52254,28392,,10
52255,26861,,7
52256,29425,,10
52257,25697,,7
52258,23235,,10
52259,17701,,10
52260,26233,,8
52261,13758,,6
52262,11793,,4
52263,12965,,4
52264,16886,,1
52265,15558,,1
52266,11885,,4
52267,11529,,1
52268,25752,,7
52269,28719,,9
52270,11947,,9
52271,11055,,9
52272,24522,,4
52273,24528,,4
52274,24529,,4
52275,21609,,4
52276,21059,,7
52277,21041,,7
52278,18484,,9
52279,18249,,9
52280,18288,,9
52281,14051,,9
52282,11494,,10
52283,12091,,1
52284,28604,,1
52285,13158,,9
52286,11146,,9
52287,17284,,9
52288,21391,,9
52289,22839,,9
52290,22848,,9
52291,26032,,9
52292,14317,,9
52293,19584,,9
52294,17096,,8
52295,17107,,8
52296,14951,,8
52297,17715,,10
52298,11198,,4
52299,11212,,6
52300,26807,,4
52301,25839,,4
52302,11724,,6
52303,22980,,4
52304,12202,,6
52305,25335,,6
52306,18095,,4
52307,21412,,6
52308,15443,,8
52309,11566,,7
52310,14208,,10
52311,21868,,8
52312,29428,,8
52313,28409,,8
52314,11260,,4
52315,12327,,8
52316,11438,,8
52317,11350,,10
52318,13882,,4
52319,11324,,4
52320,11678,,1
52321,11189,,1
52322,11216,,1
52323,20152,,9
52324,28535,,9
52325,24669,,4
52326,21602,,1
52327,21021,,7
52328,18302,,9
52329,11480,,7
52330,13668,,9
52331,14053,,9
52332,19087,,9
52333,28333,,4
52334,28971,,1
52335,11284,,4
52336,29040,,4
52337,26272,,1
52338,13944,,6
52339,23784,,1
52340,25849,,4
52341,23824,,4
52342,23695,,4
52343,20343,,1
52344,18569,,1
52345,17540,,1
52346,27441,,6
52347,13285,,6
52348,29130,,6
52349,23679,,6
52350,14512,,1
52351,21581,,6
52352,14145,,7
52353,16539,,8
52354,20138,,8
52355,17771,,7
52356,20981,,8
52357,20944,,7
52358,26414,,8
52359,14604,,6
52360,12050,,4
52361,19771,,9
52362,22301,,4
52363,22289,,4
52364,19443,,8
52365,17251,,9
52366,19954,,9
52367,24890,,9
52368,26141,,9
52369,23629,,10
52370,26420,,8
52371,11527,,4
52372,28301,,4
52373,12035,,9
52374,11631,,6
52375,11631,,6
52376,11843,,1
52377,11711,,6
52378,16133,,6
52379,24393,,1
52380,11200,,6
52381,12061,,6
52382,22365,,4
52383,16085,,6
52384,19695,,1
52385,16666,,6
52386,11331,,6
52387,15198,,4
52388,13458,,1
52389,19080,,7
52390,14866,,8
52391,17630,,8
52392,24561,,8
52393,16584,,10
52394,17628,,10
52395,12374,,7
52396,11666,,4
52397,11683,,4
52398,20159,,9
52399,20157,,9
52400,24523,,4
52401,23750,,10
52402,22288,,1
52403,19534,,4
52404,25612,,10
52405,25626,,10
52406,14426,,8
52407,18307,,9
52408,18252,,9
52409,11412,,8
52410,11250,,10
52411,14053,,9
52412,14231,,9
52413,21190,,9
52414,16608,,9
52415,18290,,9
52416,20839,,10
52417,14087,,9
52418,23618,,10
52419,11619,,6
52420,11091,,6
52421,11234,,4
52422,11287,,6
52423,28764,,4
52424,26468,,4
52425,24829,,4
52426,24516,,4
52427,25844,,4
52428,18604,,6
52429,23088,,1
52430,20391,,4
52431,17368,,1
52432,18583,,1
52433,18757,,1
52434,26348,,6
52435,16119,,1
52436,14465,,1
52437,21111,,10
52438,22491,,8
52439,22455,,8
52440,29451,,7
52441,26904,,7
52442,25645,,8
52443,11233,,4
52444,11635,,4
52445,11620,,1
52446,11212,,6
52447,11691,,4
52448,11637,,4
52449,12643,,8
52450,16888,,4
52451,13060,,4
52452,11307,,4
52453,11531,,4
52454,11243,,10
52455,17983,,8
52456,14101,,9
52457,18701,,9
52458,11457,,9
52459,22328,,1
52460,22275,,4
52461,19409,,4
52462,19531,,4
52463,23225,,10
52464,29398,,8
52465,22462,,8
52466,12316,,10
52467,17964,,8
52468,16713,,9
52469,11406,,7
52470,11414,,10
52471,11953,,1
52472,11176,,6
52473,11276,,6
52474,11113,,9
52475,18885,,9
52476,21382,,9
52477,15579,,9
52478,13138,,9
52479,22620,,8
52480,19455,,10
52481,17975,,7
52482,16324,,10
52483,11223,,6
52484,11331,,6
52485,11820,,6
52486,27996,,4
52487,11331,,6
52488,11642,,6
52489,16097,,6
52490,22090,,4
52491,13095,,6
52492,22052,,4
52493,16005,,6
52494,18967,,4
52495,27283,,6
52496,18384,,1
52497,18687,,4
52498,27420,,6
52499,15414,,4
52500,15469,,4
52501,15330,,1
52502,13848,,1
52503,17105,,10
52504,19327,,7
52505,17092,,8
52506,25627,,10
52507,24141,,7
52508,13815,,10
52509,17601,,6
52510,13339,,4
52511,13854,,4
52512,11016,,4
52513,11618,,6
52514,11675,,1
52515,12052,,4
52516,11946,,9
52517,28673,,4
52518,23172,,6
52519,21332,,6
52520,21309,,4
52521,19405,,1
52522,16514,,9
52523,12123,,10
52524,11793,,4
52525,13668,,9
52526,11115,,9
52527,15720,,9
52528,20460,,9
52529,20255,,9
52530,22167,,9
52531,11965,,9
52532,12370,,9
52533,15631,,10
52534,20861,,8
52535,11176,,6
52536,26123,,4
52537,21252,,6
52538,11176,,6
52539,22055,,4
52540,14582,,6
52541,28631,,6
52542,28101,,6
52543,14359,,6
52544,23682,,6
52545,14901,,4
52546,24415,,6
52547,14644,,1
52548,18145,,8
52549,19277,,7
52550,13596,,7
52551,21003,,7
52552,14156,,10
52553,25547,,10
52554,27002,,10
52555,14814,,10
52556,11404,,8
52557,17786,,10
52558,11065,,4
52559,12837,,8
52560,11231,,1
52561,11500,,6
52562,13275,,1
52563,18986,,6
52564,12367,,10
52565,11831,,4
52566,11227,,4
52567,11329,,4
52568,26667,,9
52569,19766,,9
52570,21647,,1
52571,19402,,4
52572,19529,,1
52573,25616,,10
52574,21030,,7
52575,21061,,7
52576,14940,,8
52577,11346,,7
52578,11961,,4
52579,11098,,9
52580,15216,,9
52581,19570,,9
52582,22924,,9
52583,21254,,9
52584,25820,,9
52585,15018,,9
52586,16679,,9
52587,27729,,1
52588,26599,,4
52589,25156,,4
52590,21442,,4
52591,18053,,5
52592,17014,,4
52593,17369,,4
52594,14468,,1
52595,18926,,6
52596,15112,,7
52597,16563,,10
52598,19826,,6
52599,12506,,10
52600,16568,,8
52601,23989,,10
52602,28903,,10
52603,25803,,8
52604,22705,,8
52605,11581,,7
52606,26395,,8
52607,16958,,6
52608,12567,,10
52609,13884,,1
52610,28678,,1
52611,18557,,6
52612,22653,,10
52613,25701,,10
52614,21033,,7
52615,11432,,7
52616,11485,,10
52617,11957,,1
52618,16166,,9
52619,15031,,9
52620,17381,,9
52621,29290,,9
52622,17070,,9
52623,17238,,9
52624,14008,,9
52625,14848,,7
52626,11019,,6
52627,24930,,4
52628,24777,,4
52629,20104,,6
52630,23502,,4
52631,21715,,1
52632,21574,,1
52633,15559,,6
52634,11330,,6
52635,12919,,6
52636,14916,,1
52637,14507,,4
52638,18055,,6
52639,16057,,8
52640,16454,,10
52641,19262,,10
52642,14707,,8
52643,12295,,7
52644,28402,,7
52645,17637,,8
52646,26401,,10
52647,20940,,7
52648,28450,,8
52649,11081,,4
52650,11724,,6
52651,13318,,6
52652,11923,,4
52653,14339,,4
52654,16870,,6
52655,12716,,7
52656,13153,,1
52657,11817,,4
52658,11825,,4
52659,25743,,7
52660,16663,,9
52661,28769,,1
52662,23209,,6
52663,25096,,1
52664,23164,,6
52665,19451,,8
52666,26985,,8
52667,27953,,10
52668,27821,,10
52669,12277,,10
52670,18483,,9
52671,11425,,7
52672,13613,,9
52673,13120,,9
52674,14859,,9
52675,18282,,9
52676,12012,,9
52677,14073,,9
52678,17086,,8
52679,21092,,10
52680,16405,,10
52681,11703,,4
52682,11142,,6
52683,11845,,6
52684,26480,,4
52685,27192,,4
52686,28049,,4
52687,13268,,6
52688,26551,,1
52689,24292,,4
52690,23289,,1
52691,24952,,1
52692,21630,,1
52693,20334,,4
52694,17165,,4
52695,23449,,6
52696,15158,,4
52697,22739,,6
52698,19247,,10
52699,15461,,10
52700,13499,,7
52701,12869,,7
52702,28737,,7
52703,22559,,10
52704,16418,,7
52705,12260,,10
52706,25719,,8
52707,15052,,10
52708,11176,,6
52709,11198,,4
52710,12040,,4
52711,13349,,4
52712,16910,,6
52713,12568,,10
52714,18990,,1
52715,22893,,6
52716,11834,,4
52717,14011,,9
52718,14125,,9
52719,28326,,9
52720,27910,,9
52721,25097,,1
52722,24662,,4
52723,21648,,4
52724,22640,,10
52725,12132,,7
52726,16740,,9
52727,25815,,9
52728,13639,,9
52729,23758,,7
52730,20838,,10
52731,11378,,7
52732,23630,,10
52733,19459,,10
52734,11737,,4
52735,26250,,1
52736,12892,,6
52737,24389,,1
52738,23069,,4
52739,19726,,6
52740,11723,,6
52741,12054,,6
52742,20361,,1
52743,19544,,4
52744,17583,,1
52745,19639,,4
52746,14505,,4
52747,18644,,6
52748,17211,,7
52749,14166,,7
52750,21110,,10
52751,17649,,10
52752,19521,,7
52753,14820,,10
52754,18635,,8
52755,16459,,10
52756,12514,,7
52757,12948,,4
52758,11688,,1
52759,11217,,1
52760,11665,,4
52761,11979,,6
52762,11534,,4
52763,20154,,9
52764,28323,,9
52765,26317,,1
52766,16222,,4
52767,16223,,4
52768,19336,,7
52769,19381,,7
52770,21050,,7
52771,22642,,10
52772,21031,,7
52773,29391,,8
52774,14830,,8
52775,29411,,10
52776,18469,,9
52777,28107,,9
52778,11215,,6
52779,15125,,9
52780,15217,,9
52781,16627,,9
52782,26543,,9
52783,15137,,9
52784,11398,,10
52785,19448,,10
52786,11637,,4
52787,27222,,4
52788,29248,,1
52789,11078,,6
52790,26736,,4
52791,11711,,6
52792,25890,,4
52793,11922,,6
52794,23801,,1
52795,22970,,1
52796,21459,,4
52797,12530,,6
52798,20378,,1
52799,18111,,4
52800,19241,,4
52801,17554,,1
52802,18751,,4
52803,17035,,1
52804,16877,,1
52805,16477,,1
52806,29214,,6
52807,21252,,6
52808,22143,,6
52809,13485,,4
52810,16441,,8
52811,28391,,7
52812,23602,,8
52813,27815,,10
52814,27837,,10
52815,21070,,7
52816,20146,,7
52817,19185,,7
52818,25521,,8
52819,12503,,10
52820,25672,,7
52821,16593,,10
52822,11650,,4
52823,11819,,1
52824,13341,,4
52825,11826,,4
52826,11647,,6
52827,11663,,1
52828,11523,,6
52829,11984,,6
52830,28327,,9
52831,26673,,9
52832,29247,,6
52833,21650,,4
52834,16221,,1
52835,22281,,4
52836,19535,,4
52837,23223,,10
52838,19432,,8
52839,25675,,10
52840,24083,,7
52841,18296,,9
52842,24612,,9
52843,24614,,9
52844,11998,,9
52845,14058,,9
52846,11382,,7
52847,24469,,9
52848,22064,,9
52849,12244,,9
52850,17082,,8
52851,13667,,7
52852,11931,,4
52853,25835,,4
52854,24297,,4
52855,23861,,1
52856,12895,,6
52857,23140,,1
52858,23406,,1
52859,14633,,6
52860,23130,,4
52861,23046,,1
52862,20779,,4
52863,19010,,4
52864,17016,,4
52865,15742,,4
52866,22097,,6
52867,14845,,7
52868,17850,,7
52869,21525,,10
52870,17994,,8
52871,19392,,10
52872,15922,,10
52873,15826,,6
52874,12906,,1
52875,16812,,4
52876,13856,,4
52877,16675,,9
52878,24521,,1
52879,22327,,1
52880,22646,,10
52881,25615,,10
52882,26873,,8
52883,12046,,4
52884,14518,,9
52885,16611,,9
52886,16927,,9
52887,21565,,9
52888,24894,,9
52889,18267,,9
52890,24206,,8
52891,24103,,8
52892,16942,,7
52893,11507,,6
52894,29249,,1
52895,26493,,1
52896,24429,,1
52897,23109,,1
52898,22345,,4
52899,23252,,4
52900,13318,,6
52901,13206,,6
52902,19643,,1
52903,16802,,1
52904,16013,,1
52905,14703,,8
52906,17806,,8
52907,28498,,7
52908,18017,,8
52909,25788,,8
52910,24855,,8
52911,26838,,7
52912,11023,,4
52913,27807,,7
52914,11882,,1
52915,11884,,1
52916,11950,,4
52917,17657,,6
52918,11865,,4
52919,16232,,1
52920,20210,,1
52921,13862,,4
52922,12071,,4
52923,21619,,4
52924,19533,,4
52925,19380,,7
52926,21024,,7
52927,25646,,10
52928,21048,,7
52929,25640,,8
52930,24608,,9
52931,11866,,4
52932,14312,,9
52933,11059,,9
52934,11714,,4
52935,29228,,4
52936,21500,,1
52937,19703,,4
52938,21234,,4
52939,18530,,1
52940,15397,,4
52941,18449,,6
52942,16039,,8
52943,13568,,7
52944,16936,,7
52945,19056,,7
52946,28542,,7
52947,24064,,10
52948,27176,,8
52949,14799,,10
52950,11832,,1
52951,13235,,1
52952,12639,,7
52953,12593,,10
52954,14081,,4
52955,16235,,4
52956,11317,,1
52957,11162,,4
52958,28770,,1
52959,11459,,9
52960,21649,,4
52961,21646,,4
52962,22287,,4
52963,18273,,9
52964,23412,,9
52965,11492,,8
52966,11351,,10
52967,11353,,10
52968,11212,,6
52969,11965,,9
52970,18286,,9
52971,17243,,9
52972,17302,,9
52973,14678,,9
52974,18197,,9
52975,14307,,9
52976,29268,,1
52977,27293,,4
52978,26691,,4
52979,25435,,1
52980,25102,,4
52981,18871,,6
52982,17385,,6
52983,21787,,4
52984,12183,,6
52985,18094,,4
52986,17705,,10
52987,19920,,7
52988,14782,,8
52989,23937,,8
52990,20588,,10
52991,22492,,8
52992,27806,,10
52993,26865,,10
52994,16193,,10
52995,12938,,1
52996,12793,,4
52997,18963,,1
52998,11528,,4
52999,12113,,6
53000,14102,,9
53001,21022,,7
53002,14939,,8
53003,18303,,9
53004,16482,,9
53005,11493,,10
53006,11395,,8
53007,11530,,6
53008,13962,,9
53009,14857,,9
53010,17254,,9
53011,17070,,9
53012,18707,,9
53013,24899,,9
53014,15126,,9
53015,19090,,9
53016,18259,,9
53017,28967,,4
53018,28998,,4
53019,11738,,6
53020,11203,,6
53021,29000,,1
53022,28003,,1
53023,11277,,6
53024,15526,,6
53025,24776,,4
53026,11176,,6
53027,18758,,6
53028,24317,,4
53029,21720,,4
53030,15498,,6
53031,21159,,1
53032,19778,,4
53033,11827,,6
53034,18346,,4
53035,14921,,4
53036,13698,,8
53037,18632,,10
53038,17640,,8
53039,19177,,8
53040,28410,,10
53041,11566,,7
53042,11277,,6
53043,17036,,6
53044,12602,,10
53045,18758,,6
53046,12979,,1
53047,16887,,4
53048,12032,,6
53049,15561,,1
53050,20199,,4
53051,13870,,1
53052,11741,,4
53053,11816,,4
53054,11837,,4
53055,11326,,4
53056,11297,,4
53057,27774,,8
53058,27777,,8
53059,28309,,9
53060,26743,,9
53061,26748,,9
53062,12011,,9
53063,22112,,6
53064,21601,,4
53065,18549,,6
53066,19408,,4
53067,22639,,10
53068,11470,,8
53069,11203,,6
53070,14516,,9
53071,16694,,9
53072,17063,,9
53073,19632,,9
53074,21212,,9
53075,21367,,9
53076,14209,,9
53077,25129,,9
53078,11902,,9
53079,16168,,9
53080,11122,,9
53081,23764,,8
53082,19440,,10
53083,22448,,7
53084,28094,,1
53085,11178,,4
53086,28793,,1
53087,28810,,4
53088,11226,,1
53089,11200,,6
53090,28032,,4
53091,25378,,1
53092,11185,,6
53093,11331,,6
53094,12055,,6
53095,23711,,1
53096,14655,,6
53097,15974,,6
53098,28817,,6
53099,16846,,6
53100,17137,,1
53101,28248,,6
53102,12077,,6
53103,15301,,4
53104,13696,,8
53105,18150,,7
53106,16254,,7
53107,17738,,8
53108,23770,,10
53109,12509,,7
53110,26037,,10
53111,22795,,7
53112,20941,,7
53113,14840,,10
53114,12646,,8
53115,11806,,4
53116,11883,,1
53117,15816,,6
53118,17387,,6
53119,11983,,4
53120,11664,,4
53121,11160,,4
53122,11298,,4
53123,19770,,9
53124,26315,,4
53125,28674,,4
53126,11460,,9
53127,24437,,4
53128,24778,,6
53129,23858,,6
53130,19450,,8
53131,27956,,10
53132,14428,,8
53133,11997,,9
53134,11479,,7
53135,11413,,10
53136,13624,,9
53137,17484,,9
53138,15809,,9
53139,13670,,9
53140,17307,,9
53141,23636,,10
53142,11505,,6
53143,11520,,6
53144,27229,,4
53145,26340,,1
53146,26237,,4
53147,25902,,1
53148,11631,,6
53149,14328,,6
53150,19005,,1
53151,28141,,6
53152,18811,,6
53153,23255,,6
53154,15366,,4
53155,14404,,1
53156,16582,,8
53157,13802,,7
53158,14973,,8
53159,14174,,8
53160,23623,,7
53161,23237,,8
53162,26911,,10
53163,28918,,10
53164,15468,,6
53165,12791,,4
53166,15378,,6
53167,20663,,4
53168,18973,,4
53169,11525,,1
53170,12059,,1
53171,27770,,8
53172,17648,,7
53173,25759,,7
53174,22946,,9
53175,20160,,9
53176,11096,,9
53177,25098,,1
53178,22300,,1
53179,21608,,1
53180,19401,,4
53181,19407,,1
53182,22643,,10
53183,27128,,7
53184,14425,,8
53185,12024,,1
53186,20234,,9
53187,16032,,9
53188,28536,,9
53189,22952,,9
53190,17307,,9
53191,24277,,9
53192,15153,,9
53193,11757,,9
53194,18216,,9
53195,14851,,7
53196,23608,,10
53197,11871,,1
53198,11321,,1
53199,29025,,4
53200,11530,,6
53201,16771,,6
53202,27249,,4
53203,15559,,6
53204,26506,,1
53205,11330,,6
53206,21496,,4
53207,21350,,4
53208,23254,,4
53209,18477,,4
53210,13198,,6
53211,24748,,6
53212,18109,,4
53213,26488,,6
53214,16377,,4
53215,15161,,4
53216,15708,,8
53217,15075,,10
53218,14688,,8
53219,17808,,10
53220,17810,,10
53221,28412,,7
53222,17111,,8
53223,26899,,8
53224,12336,,10
53225,27835,,7
53226,22676,,7
53227,27321,,8
53228,11889,,1
53229,11255,,1
53230,12051,,4
53231,12878,,4
53232,12654,,10
53233,16878,,1
53234,13871,,4
53235,11303,,1
53236,28208,,9
53237,11002,,9
53238,25099,,4
53239,22334,,1
53240,11421,,8
53241,11423,,8
53242,11482,,10
53243,11331,,6
53244,16173,,9
53245,21566,,9
53246,19798,,9
53247,18263,,9
53248,19086,,9
53249,22449,,7
53250,20860,,8
53251,28175,,1
53252,26078,,1
53253,27661,,4
53254,24969,,1
53255,17442,,6
53256,22734,,4
53257,15007,,6
53258,17119,,6
53259,20439,,4
53260,21474,,1
53261,20366,,4
53262,16777,,1
53263,14909,,1
53264,22728,,6
53265,15000,,8
53266,23743,,10
53267,23959,,8
53268,27904,,10
53269,14531,,10
53270,25529,,8
53271,23981,,7
53272,13497,,8
53273,11293,,1
53274,11735,,1
53275,12062,,4
53276,12159,,6
53277,15377,,6
53278,19217,,6
53279,11815,,1
53280,11274,,1
53281,11299,,4
53282,11319,,4
53283,24340,,4
53284,24341,,4
53285,22329,,1
53286,21611,,4
53287,19395,,4
53288,25642,,10
53289,18248,,9
53290,11429,,7
53291,12738,,8
53292,15018,,9
53293,19627,,9
53294,14309,,9
53295,13002,,9
53296,16697,,9
53297,20848,,10
53298,19796,,9
53299,11087,,4
53300,28862,,1
53301,27059,,4
53302,13708,,6
53303,23580,,4
53304,25855,,1
53305,19220,,6
53306,23402,,1
53307,21783,,1
53308,11802,,6
53309,18223,,1
53310,16841,,6
53311,18348,,4
53312,17336,,4
53313,23676,,6
53314,19817,,6
53315,19913,,7
53316,24551,,7
53317,17814,,10
53318,28411,,10
53319,12864,,10
53320,27782,,10
53321,22625,,7
53322,27787,,8
53323,23964,,7
53324,25324,,10
53325,11193,,1
53326,11314,,1
53327,18974,,4
53328,13889,,1
53329,26884,,8
53330,18702,,9
53331,20418,,9
53332,28114,,9
53333,20156,,9
53334,28217,,9
53335,28714,,9
53336,20151,,9
53337,11944,,9
53338,24436,,4
53339,24526,,4
53340,19410,,1
53341,19530,,4
53342,19429,,8
53343,14733,,4
53344,19343,,7
53345,13520,,9
53346,18485,,9
53347,18260,,9
53348,18284,,9
53349,18297,,9
53350,11379,,7
53351,12168,,1
53352,18287,,9
53353,18895,,9
53354,20316,,9
53355,22065,,9
53356,15806,,9
53357,14227,,9
53358,17080,,7
53359,11200,,6
53360,13092,,4
53361,29347,,4
53362,12057,,1
53363,27561,,4
53364,28791,,1
53365,23188,,1
53366,15494,,6
53367,23299,,1
53368,21443,,1
53369,19860,,1
53370,17569,,1
53371,17570,,1
53372,11711,,6
53373,29209,,6
53374,19726,,6
53375,13933,,4
53376,12840,,10
53377,15686,,10
53378,18152,,7
53379,23639,,10
53380,14836,,10
53381,16440,,7
53382,20591,,8
53383,17785,,10
53384,28753,,10
53385,11287,,6
53386,12165,,6
53387,13320,,4
53388,16879,,1
53389,13855,,4
53390,24344,,6
53391,24275,,4
53392,11461,,9
53393,29165,,6
53394,16224,,4
53395,19406,,1
53396,27126,,7
53397,25703,,10
53398,23413,,9
53399,11343,,10
53400,11973,,1
53401,11879,,1
53402,11985,,1
53403,14061,,9
53404,14126,,9
53405,18256,,9
53406,21962,,9
53407,24594,,9
53408,22213,,9
53409,15606,,9
53410,11752,,9
53411,25026,,9
53412,17350,,9
53413,26399,,8
53414,11262,,6
53415,27565,,4
53416,23577,,1
53417,23274,,1
53418,15874,,6
53419,16243,,6
53420,25256,,6
53421,18760,,4
53422,15940,,1
53423,29230,,6
53424,22019,,6
53425,15275,,4
53426,20104,,6
53427,17992,,8
53428,18022,,8
53429,25783,,10
53430,16395,,7
53431,19348,,10
53432,24713,,7
53433,12723,,7
53434,14266,,1
53435,16811,,1
53436,15570,,4
53437,13877,,4
53438,12069,,4
53439,14010,,9
53440,20416,,9
53441,27746,,9
53442,15790,,9
53443,16103,,6
53444,26322,,1
53445,24527,,4
53446,21610,,4
53447,19396,,1
53448,13255,,8
53449,14207,,8
53450,30025,282,10
53451,30031,284,1
53452,29843,280,1
53453,30072,282,10
53454,29579,281,3
53455,30113,282,10
53456,29714,289,6
53457,29622,283,1
53458,29736,282,10
53459,29485,276,4
53460,29957,276,4
53461,29927,287,7
53462,29607,288,8
53463,29803,289,6
53464,29639,289,6
53465,29722,274,6
53466,29508,275,4
53467,29709,284,1
53468,29821,286,9
53469,30105,284,1
53470,29660,276,4
53471,29528,277,3
53472,29796,282,10
53473,30033,276,1
53474,29534,279,5
53475,30043,290,7
53476,29653,276,4
53477,30087,278,6
53478,29951,290,7
53479,29933,290,7
53480,30118,275,3
53481,29603,289,6
53482,29576,289,6
53483,29557,278,6
53484,29499,289,6
53485,29488,285,9
53486,29711,289,6
53487,29775,284,1
53488,29959,278,6
53489,29943,275,4
53490,29897,281,4
53491,30089,276,4
53492,29972,285,9
53493,29690,281,1
53494,29735,290,7
53495,29644,282,10
53496,30027,276,4
53497,30049,290,7
53498,29529,286,9
53499,29891,277,3
53500,29720,281,1
53501,29721,279,5
53502,29823,285,9
53503,30029,289,6
53504,29887,288,8
53505,29552,288,8
53506,29701,277,2
53507,29527,289,6
53508,29964,278,6
53509,29577,278,6
53510,29822,278,6
53511,30019,282,10
53512,29922,287,10
53513,29625,289,6
53514,29550,283,1
53515,29847,276,4
53516,29839,288,8
53517,29535,275,4
53518,29559,280,1
53519,30066,287,8
53520,29917,288,8
53521,29687,288,8
53522,29806,283,1
53523,29856,290,7
53524,29563,279,5
53525,30020,290,7
53526,29486,275,3
53527,29770,289,6
53528,29939,289,6
53529,29730,289,6
53530,29707,277,5
53531,29938,276,4
53532,29965,286,9
53533,29496,281,4
53534,29592,277,2
53535,29629,289,6
53536,29950,289,6
53537,29501,277,2
53538,29696,281,4
53539,29799,281,4
53540,29762,279,5
53541,30097,286,9
53542,30037,278,6
53543,29494,289,6
53544,29840,289,6
53545,30007,289,6
53546,29842,281,4
53547,29903,284,1
53548,29651,275,3
53549,29902,275,4
53550,29975,276,4
53551,29841,279,5
53552,29809,281,4
53553,29881,278,6
53554,29652,285,9
53555,29760,286,9
53556,29801,277,2
53557,29537,286,9
53558,29750,289,6
53559,30006,290,7
53560,29916,277,2
53561,29492,275,3
53562,29546,282,10
53563,29715,279,5
53564,29838,277,2
53565,30092,286,9
53566,29628,286,9
53567,29551,277,2
53568,29572,279,5
53569,29931,284,1
53570,29966,277,2
53571,29645,284,1
53572,30053,278,6
53573,30050,282,10
53574,29612,282,10
53575,29804,279,5
53576,29915,280,1
53577,29932,282,10
53578,29531,276,1
53579,29960,286,9
53580,29834,281,4
53581,29878,288,8
53582,29877,276,3
53583,29702,275,4
53584,29810,283,1
53585,29669,277,2
53586,29982,276,4
53587,30008,275,3
53588,29700,285,9
53589,29568,276,4
53590,29738,275,3
53591,29962,275,3
53592,29948,275,4
53593,29676,288,8
53594,29512,285,9
53595,29685,279,5
53596,29638,276,4
53597,29740,289,6
53598,29781,276,4
53599,29553,275,4
53600,29864,289,6
53601,29584,276,4
53602,29574,275,4
53603,30034,284,1
53604,29676,288,8
53605,29695,283,1
53606,29929,276,4
53607,29815,281,4
53608,29812,288,8
53609,29812,288,8
53610,30069,281,4
53611,29635,275,3
53612,29854,275,3
53613,30071,284,1
53614,29956,275,4
53615,30082,288,8
53616,29637,275,4
53617,30080,283,1
53618,29514,274,5
53619,30038,286,9
53620,29487,277,2
53621,30046,275,4
53622,29642,279,5
53623,29873,284,1
53624,29741,282,10
53625,29678,279,5
53626,11498,,6
53627,16626,,9
53628,11605,,8
53629,11218,,1
53630,28267,,4
53631,12107,,6
53632,11331,,6
53633,23473,,1
53634,16964,,6
53635,17026,,6
53636,23354,,4
53637,21445,,1
53638,19728,,1
53639,19747,,4
53640,20497,,4
53641,18816,,1
53642,16381,,1
53643,16746,,1
53644,28080,,6
53645,26365,,7
53646,28877,,10
53647,11377,,8
53648,15671,,10
53649,13363,,1
53650,20666,,4
53651,12102,,4
53652,27801,,8
53653,18692,,9
53654,18723,,9
53655,20812,,9
53656,11908,,9
53657,25148,,4
53658,21747,,4
53659,14734,,1
53660,19724,,1
53661,25681,,8
53662,23416,,9
53663,12291,,8
53664,12305,,10
53665,24537,,10
53666,11176,,6
53667,11071,,9
53668,19590,,9
53669,16486,,9
53670,18211,,9
53671,21563,,9
53672,14683,,9
53673,27364,,9
53674,18733,,9
