SalesOrderID,CustomerID,SalesPersonID,TerritoryID,TotalDue
51183,20662,,1,1934.8329
51184,11263,,1,2646.4419
51185,27767,,8,857.8447
51186,24339,,4,2634.3974
51187,22261,,4,620.4354
51188,12657,,8,596.6890
51189,16688,,9,2765.6272
51190,20824,,10,1911.6169
51191,12390,,8,2591.1808
51192,11241,,7,2574.6279
51193,11020,,6,2560.2519
51194,11089,,4,2598.9158
51195,14066,,9,888.9394
51196,18906,,9,706.0398
51197,11448,,9,2562.4508
51198,11006,,9,2580.1419
51199,21440,,4,622.0708
51200,22687,,10,1276.8054
51201,27820,,10,2673.0613
51202,26864,,8,1402.0682
51203,18208,,9,2715.3497
51204,13519,,9,2699.9018
51205,11240,,10,2618.8058
51206,11400,,10,2562.4508
51207,11338,,8,2618.8058
51208,23234,,8,2738.5657
51209,13059,,4,714.3273
51210,11261,,4,2574.6279
51211,13841,,10,830.2307
51212,24604,,9,1368.4873
51213,28202,,9,2673.0613
51214,19765,,9,612.1369
51215,11108,,9,2574.6390
51216,11117,,9,2614.3637
51217,11449,,9,2610.3084
51218,11943,,9,596.6890
51219,25086,,4,1445.6826
51220,21575,,4,606.6229
51221,12130,,8,1307.7344
51222,25641,,10,620.4354
51223,26826,,8,1367.7911
51224,11345,,7,2602.2640
51225,20982,,10,1949.1869
51226,22822,,10,2735.9248
51227,25793,,8,2740.3337
51228,11402,,7,2650.8398
51229,20038,,4,2699.9018
51230,11292,,4,2576.8048
51231,11257,,4,2538.4944
51232,11615,,10,858.9607
51233,18467,,9,1879.5940
51234,28204,,9,2673.0613
51235,11105,,9,2535.9640
51236,11106,,9,2535.9640
51237,11061,,9,2618.8058
51238,11002,,9,2535.9640
51239,11076,,9,2624.3529
51240,23859,,6,635.3529
51241,21600,,4,622.9659
51242,19225,,4,1346.9729
51243,25609,,10,624.8444
51244,29355,,8,627.3748
51245,12124,,7,2682.9953
51246,25625,,8,2688.5092
51247,11249,,8,2552.5169
51248,12307,,7,2699.9018
51249,11334,,10,2580.1419
51250,19360,,10,2775.0086
51251,11433,,7,2699.9018
51252,15551,,1,654.4584
51253,22785,,6,2708.6865
51254,20180,,4,2749.1185
51255,23105,,9,1303.8669
51256,11017,,9,2560.2519
51257,19167,,4,1238.1415
51258,18544,,6,1276.8054
51259,11433,,7,2698.4432
51260,25618,,8,2649.8453
51261,12271,,10,1402.0682
51262,11340,,7,2612.1758
51263,21534,,10,927.6033
51264,11282,,1,2674.6083
51265,11264,,1,2625.4248
51266,28136,,9,2634.3974
51267,11456,,9,2642.5302
51268,18212,,9,2708.6865
51269,16693,,9,2742.8642
51270,11341,,10,2584.5619
51271,16944,,8,2000.5583
51272,19418,,10,2735.9248
51273,19341,,10,2760.6657
51274,25779,,8,2740.3337
51275,11265,,1,2598.9158
51276,11136,,6,2630.4194
51277,11278,,1,2574.6279
51278,27766,,8,914.1997
51279,20716,,8,858.9607
51280,18468,,9,1939.2529
51281,18697,,9,1879.5940
51282,11008,,9,2555.0473
51283,24386,,6,624.8444
51284,22667,,10,1293.3804
51285,12397,,8,2574.6279
51286,16311,,10,891.4698
51287,24883,,8,2748.4997
51288,11335,,8,2590.4073
51289,11084,,1,2566.1194
51290,11445,,9,2547.0029
51291,11447,,9,2552.5169
51292,11058,,9,2624.3529
51293,11060,,9,2563.5890
51294,17512,,9,654.4584
51295,24425,,1,2673.0613
51296,19417,,8,1276.8054
51297,29356,,8,695.0119
51298,27949,,10,612.1369
51299,14775,,8,2673.0613
51300,16702,,9,2699.9018
51301,14050,,9,1352.3432
51302,16569,,7,1939.2529
51303,13774,,8,899.9894
51304,17644,,10,634.2479
51305,11242,,7,2563.5890
51306,11333,,10,2590.4073
51307,11336,,7,2618.8058
51308,18958,,4,624.5571
51309,15553,,4,651.9058
51310,11328,,6,2563.5890
51311,22940,,9,1949.1869
51312,28207,,9,2720.0128
51313,28203,,9,2634.3974
51314,26666,,9,612.1369
51315,11003,,9,2562.4508
51316,19320,,7,1324.8619
51317,26994,,7,1253.5894
51318,22432,,8,639.1983
51319,28758,,7,612.1369
51320,24061,,7,2666.4313
51321,18246,,9,2709.8357
51322,12296,,7,2708.6865
51323,11332,,8,2602.2529
51324,11155,,4,2563.5890
51325,11083,,4,2646.4419
51326,25723,,7,858.9607
51327,27745,,9,682.3044
51328,26655,,9,596.6890
51329,26312,,1,895.4036
51330,28298,,4,1381.0732
51331,24403,,4,2644.3313
51332,21439,,1,596.6890
51333,22631,,10,1270.1644
51334,19335,,7,1297.8004
51335,21004,,7,620.4354
51336,18243,,9,2740.3337
51337,18220,,9,2699.9018
51338,16339,,9,1238.1415
51339,12462,,8,2622.6844
51340,13789,,8,905.5254
51341,12301,,7,2742.8642
51342,19359,,10,2738.5657
51343,11439,,7,2715.3497
51344,16793,,4,1976.7898
51345,11267,,4,2613.2808
51346,11270,,4,2658.5748
51347,11062,,1,2598.9158
51348,11167,,1,2574.6390
51349,23310,,9,1272.6948
51350,11054,,9,2656.3869
51351,11446,,9,2602.2529
51352,11093,,9,2608.8498
51353,25092,,4,1389.8911
51354,11454,,9,2535.9640
51355,22260,,1,622.9659
51356,19393,,4,1253.5894
51357,22415,,8,680.0944
51358,17833,,8,1382.4876
51359,18240,,9,2784.9426
51360,11388,,10,2588.9266
51361,25795,,8,2742.8642
51362,16797,,1,1914.1473
51363,15557,,4,613.2419
51364,13741,,4,850.2865
51365,11156,,4,2640.9169
51366,14007,,9,1879.5940
51367,19270,,9,606.6229
51368,19763,,9,635.3529
51369,24434,,1,2649.8453
51370,24417,,4,2726.0571
51371,22259,,1,622.0708
51372,26995,,7,1265.7554
51373,22414,,8,635.3529
51374,18205,,9,2738.5657
51375,18209,,9,2738.5657
51376,18218,,9,2699.9018
51377,14047,,9,1381.0732
51378,21501,,6,651.9279
51379,13745,,1,927.6033
51380,11295,,4,2740.3779
51381,11129,,1,2535.9640
51382,11152,,1,2535.9640
51383,25722,,7,858.9607
51384,11103,,9,2639.2373
51385,11070,,9,2591.4681
51386,11072,,9,2647.5358
51387,11942,,9,679.5308
51388,11455,,9,2563.5890
51389,19428,,8,1303.3144
51390,25611,,10,623.7504
51391,19437,,10,2740.3337
51392,16388,,7,2754.0136
51393,16394,,7,2738.5657
51394,19416,,10,2735.9248
51395,20181,,4,2699.9018
51396,13849,,1,997.7929
51397,11835,,6,2562.7823
51398,11154,,1,2563.5890
51399,11191,,4,2607.7779
51400,28672,,4,858.9607
51401,28667,,1,875.5357
51402,22109,,6,2644.3313
51403,21465,,4,635.3529
51404,21469,,4,650.8008
51405,21438,,4,620.4354
51406,22613,,10,1307.7344
51407,18214,,9,2778.9977
51408,11247,,10,2585.9542
51409,11417,,7,2720.4769
51410,14945,,8,753.5769
51411,11239,,10,2601.1148
51412,22312,,7,2738.4552
51413,15549,,6,635.3529
51414,16231,,1,2791.1637
51415,21349,,6,1014.3458
51416,11550,,10,858.9607
51417,11281,,4,2588.9266
51418,26658,,9,671.7958
51419,18903,,9,624.8444
51420,11109,,9,2737.0408
51421,11010,,9,2535.9640
51422,17513,,9,753.5769
51423,29042,,6,2674.4757
51424,21331,,6,662.4144
51425,19171,,4,1297.8004
51426,18217,,9,2738.5657
51427,11243,,10,2613.3029
51428,12308,,7,2762.9862
51429,11316,,6,2596.7279
51430,11275,,4,2626.5408
51431,11063,,1,2622.1098
51432,11092,,9,2587.8769
51433,26307,,4,858.9607
51434,23688,,4,1342.4093
51435,24413,,4,2659.7792
51436,16218,,1,635.3529
51437,21488,,4,706.0398
51438,19212,,1,1297.8004
51439,21017,,7,639.1983
51440,18244,,9,2699.9018
51441,12124,,7,2708.6865
51442,20834,,10,1971.2758
51443,11739,,6,2607.7779
51444,11272,,4,2648.6408
51445,11088,,4,2614.9383
51446,24606,,9,1276.8054
51447,11107,,9,2626.5408
51448,11080,,9,2607.7779
51449,25088,,4,1381.0732
51450,11452,,9,2668.5640
51451,19159,,4,1238.1415
51452,22254,,1,612.1369
51453,25605,,10,663.5083
51454,14198,,8,2688.5092
51455,26831,,8,1397.6482
51456,23607,,10,2708.6865
51457,22828,,10,2708.6865
51458,16803,,1,1944.7669
51459,16807,,4,1909.7384
51460,11041,,4,2630.4194
51461,14146,,10,914.1997
51462,22932,,9,1907.2079
51463,21300,,4,1238.1415
51464,27819,,10,2673.0613
51465,16794,,1,1973.4969
51466,16804,,1,1909.7384
51467,16805,,1,1954.7008
51468,11259,,1,2668.5640
51469,11168,,4,2606.9713
51470,26657,,9,635.3529
51471,18899,,9,596.6890
51472,26654,,9,622.9659
51473,18907,,9,650.8008
51474,19202,,1,1293.3804
51475,22436,,8,671.7958
51476,28694,,10,2644.3313
51477,12264,,10,1374.4432
51478,18213,,9,2754.0136
51479,16687,,9,2754.0136
51480,16937,,7,1928.1919
51481,17098,,10,648.6019
51482,11484,,8,2613.3029
51483,23606,,10,2810.5012
51484,19433,,10,2738.5657
51485,16316,,8,2738.4552
51486,16798,,4,1950.2808
51487,15555,,4,650.8008
51488,20036,,4,2893.5751
51489,11289,,4,2571.5671
51490,11171,,4,2632.0548
51491,11075,,9,2535.9640
51492,11018,,9,2587.8769
51493,11001,,9,2674.0227
51494,26311,,1,830.2307
51495,29043,,6,2703.9903
51496,21487,,4,606.6229
51497,19170,,1,1272.6948
51498,19198,,4,1276.8054
51499,22668,,10,1297.8004
51500,21014,,7,671.7958
51501,26862,,8,1381.0732
51502,19475,,7,676.1937
51503,13662,,7,927.6254
51504,16792,,4,1918.2579
51505,11053,,4,2574.6279
51506,11616,,10,866.6294
51507,16662,,9,859.0712
51508,22273,,4,635.3529
51509,22393,,8,650.8008
51510,12315,,10,2673.0613
51511,18241,,9,2740.3337
51512,11403,,7,2649.7348
51513,16570,,7,1962.4469
51514,17700,,10,689.4869
51515,16391,,7,2699.9018
51516,11237,,8,2563.5890
51517,20039,,1,2715.3497
51518,16132,,6,2717.8801
51519,14078,,6,927.6254
51520,11015,,4,2763.5719
51521,28671,,1,820.2968
51522,11000,,9,2587.8769
51523,24427,,4,2652.3757
51524,21470,,4,622.0708
51525,27799,,10,1297.8004
51526,22614,,10,1276.8054
51527,20977,,7,635.3529
51528,18219,,9,2718.6205
51529,18222,,9,2725.2836
51530,19362,,10,2699.9018
51531,11337,,10,2639.8008
51532,22808,,10,2738.5657
51533,11291,,4,2535.9640
51534,11158,,4,2647.5358
51535,22931,,9,1879.5940
51536,18698,,9,1918.2579
51537,28201,,9,2673.0613
51538,21597,,4,620.4354
51539,19160,,4,1307.7344
51540,19213,,4,1276.8054
51541,22630,,10,1286.7394
51542,22669,,10,1238.1415
51543,18210,,9,2725.2836
51544,11244,,10,2602.2640
51545,19382,,10,2699.9018
51546,26381,,8,2785.5172
51547,12300,,7,2760.6657
51548,19424,,10,2775.0086
51549,21858,,10,2754.0136
51550,11387,,10,2602.2529
51551,13058,,4,650.8008
51552,13747,,1,954.6869
51553,11286,,4,2625.4248
51554,11266,,1,2590.0758
51555,11037,,6,2623.5242
51556,11022,,1,2566.1194
51557,27765,,8,820.2968
51558,23104,,9,1445.8594
51559,24605,,9,1308.8283
51560,19271,,9,635.3529
51561,11025,,9,2658.0444
51562,11009,,9,2538.4944
51563,17511,,9,632.3473
51564,26309,,4,830.2307
51565,25085,,4,1357.8572
51566,24414,,4,2649.8453
51567,15276,,4,622.9659
51568,21448,,4,623.7504
51569,15017,,4,671.7958
51570,22459,,8,596.6890
51571,14046,,9,1402.0682
51572,23759,,8,2735.9248
51573,11238,,10,2574.6279
51574,16291,,7,2738.5657
51575,22323,,7,2699.9018
51576,11481,,8,2624.3529
51577,11042,,4,2563.5890
51578,27744,,9,711.5648
51579,26656,,9,622.0708
51580,18900,,9,612.1369
51581,11007,,9,2643.1048
51582,11052,,9,2582.6834
51583,16015,,4,635.3529
51584,22274,,1,635.3529
51585,19240,,4,1276.8054
51586,18207,,9,2775.0086
51587,25780,,8,2740.3337
51588,25769,,8,2778.9977
51589,11401,,7,2623.7894
51590,11271,,4,2646.4419
51591,11175,,4,2587.8769
51592,11082,,4,2574.6390
51593,11036,,4,2602.2529
51594,11104,,9,2580.1529
51595,11004,,9,2626.5408
51596,25087,,1,1381.0732
51597,11453,,9,2633.1377
51598,24404,,4,2634.3974
51599,24405,,4,2673.0613
51600,22262,,4,596.6890
51601,25608,,10,596.6890
51602,11439,,7,2673.0613
51603,29401,,10,1352.3432
51604,11246,,8,2574.6279
51605,21056,,10,1950.2808
51606,21039,,10,1879.5940
51607,16799,,4,1879.5940
51608,13744,,1,859.0712
51609,13746,,4,891.4698
51610,11021,,1,2621.0158
51611,18902,,9,671.7958
51612,11005,,9,2610.3084
51613,16098,,6,835.7447
51614,26308,,1,879.9557
51615,24420,,1,2644.3313
51616,21466,,1,614.6673
51617,22441,,8,660.7348
51618,28757,,7,596.6890
51619,20832,,10,1934.8329
51620,21040,,10,1971.2758
51621,17949,,7,905.5254
51622,14927,,8,676.2158
51623,22445,,7,2751.6489
51624,21857,,10,2748.4997
51625,18957,,1,651.1323
51626,15554,,4,635.3529
51627,28206,,9,2649.8453
51628,19269,,9,596.6890
51629,11444,,9,2626.5408
51630,19199,,4,1253.5894
51631,19211,,4,1238.1415
51632,19422,,8,1238.1415
51633,19326,,7,1238.1415
51634,14264,,9,830.2307
51635,18242,,9,2810.5012
51636,18238,,9,2709.8357
51637,24102,,8,1966.3144
51638,13778,,8,905.5254
51639,15630,,10,891.4698
51640,20722,,8,905.5254
51641,11339,,7,2574.6279
51642,12384,,8,2684.0119
51643,19361,,10,2738.5657
51644,12131,,7,2699.9018
51645,15552,,1,711.0344
51646,11064,,4,2547.0029
51647,11144,,1,2651.9669
51648,11145,,1,2552.5169
51649,11124,,9,2552.5169
51650,11011,,9,2535.9640
51651,11077,,9,2624.3529
51652,11450,,9,2619.0931
51653,29137,,6,2673.0613
51654,24433,,4,2699.0067
51655,21576,,1,606.6229
51656,24661,,6,666.8565
51657,19169,,1,1293.3804
51658,14189,,8,2673.0613
51659,14275,,9,830.2307
51660,12461,,8,2618.8058
51661,20837,,10,1950.2808
51662,26382,,8,2699.9018
51663,16327,,8,2725.2836
51664,13742,,1,891.4698
51665,11252,,4,2587.8769
51666,19264,,9,612.1369
51667,11069,,9,2563.5890
51668,11101,,9,2696.1890
51669,26306,,4,830.2307
51670,24421,,1,2703.9903
51671,22398,,8,596.6890
51672,19435,,10,2715.3497
51673,16400,,7,2778.9977
51674,23597,,10,2742.8642
51675,15548,,4,613.2419
51676,20037,,4,2868.5248
51677,11290,,4,2602.2529
51678,11224,,1,2574.6279
51679,11090,,4,2623.7894
51680,12281,,10,858.9607
51681,12272,,10,830.2307
51682,11057,,9,2563.5890
51683,11095,,9,2612.1758
51684,11451,,9,2615.4687
51685,19201,,1,1238.1415
51686,21013,,7,606.6229
51687,14181,,8,2682.9953
51688,16310,,7,1381.0732
51689,26825,,8,1357.8572
51690,29542,288,8,3566.0297
51691,29955,277,3,36262.4638
51692,30115,289,6,757.0030
51693,29888,279,5,38293.5086
51694,29620,289,6,2318.4461
51695,29723,288,8,275.7448
51696,29986,290,7,2257.0410
51697,29723,288,8,403.1163
51698,29539,278,6,6551.0071
51699,29928,289,6,25166.8474
51700,29677,289,6,5422.2969
51701,29597,279,5,2634.9345
51702,29567,289,6,1694.7925
51703,29627,278,6,56754.5580
51704,30093,278,6,27529.1797
51705,29519,279,5,5863.4434
51706,29865,276,4,8701.5339
51707,29949,276,1,891.9933
51708,29984,290,7,4484.8318
51709,29554,277,3,192.9339
51710,29538,286,9,20709.2044
51711,29997,283,1,114536.7764
51712,29907,284,1,30980.2069
51713,29764,275,4,364.8172
51714,30117,275,4,88730.5249
51715,29935,276,1,42282.3133
51716,29524,275,3,59511.2180
51717,29684,277,3,16182.7642
51718,29540,279,5,5282.2860
51719,29517,277,3,8249.0060
51720,30055,275,3,58307.8201
51721,30107,276,1,109948.7407
51722,30094,276,4,43192.1496
51723,29571,284,1,3928.6360
51724,29779,290,7,9828.4092
51725,29675,277,2,1459.2690
51726,29942,284,1,55908.3728
51727,30042,289,6,970.1276
51728,29816,283,1,3478.1096
51729,29899,290,7,37060.7801
51730,30076,281,3,5042.7250
51731,30023,275,3,2621.5276
51732,29575,290,7,403.1163
51733,30073,290,7,33646.0809
51734,30103,290,7,95639.9897
51735,29564,290,7,96800.2419
51736,29977,290,7,2624.8845
51737,30026,287,7,7386.3689
51738,29860,282,10,225.9588
51739,29712,290,7,125157.3774
51740,29983,289,6,3913.8274
51741,29633,277,2,3340.8244
51742,29869,290,7,3964.3432
51743,30091,277,2,3047.5898
51744,29657,286,9,357.8934
51745,29919,276,4,82706.5451
51746,29798,279,5,6157.0285
51747,30060,277,2,2128.3633
51748,29996,277,2,60652.5416
51749,29848,275,3,3107.9593
51750,29586,288,8,9285.1533
51751,29725,288,8,65705.6659
51752,30101,290,7,64531.1148
51753,29586,288,8,5241.7147
51754,29503,278,6,519.8674
51755,29789,278,6,46812.7944
51756,29558,289,6,35.6741
51757,30021,289,6,850.5672
51758,29626,279,5,1470.4124
51759,30062,279,5,757.0030
51760,29561,279,5,48415.4346
51761,29995,288,8,115124.6277
51762,29724,277,2,52536.1229
51763,29904,282,10,45129.5676
51764,29757,276,4,1812.8068
51765,29835,283,1,3100.9904
51766,29780,289,6,9144.4554
51767,30086,288,8,845.0174
51768,29851,282,10,30.1848
51769,29601,278,6,62756.8287
51770,30009,277,2,19412.8236
51771,29618,282,10,38657.3548
51772,29698,289,6,49343.1786
51773,29716,281,4,40314.9314
51774,29786,290,7,53390.7048
51775,29817,279,5,43394.2428
51776,30014,277,2,17912.8631
51777,29593,275,3,8178.9157
51778,29619,277,2,3414.0393
51779,30058,278,6,72.1751
51780,30011,279,5,11920.5677
51781,29797,289,6,7692.8366
51782,30078,277,2,1.5183
51783,29818,276,1,120955.8851
51784,29509,277,2,8361.8616
51785,29713,282,10,2412.6267
51786,29666,274,6,17990.9615
51787,29952,282,10,970.1276
51788,29908,282,10,32.7309
51789,29643,280,1,68951.9035
51790,29828,277,2,17091.6370
51791,29911,278,6,33751.1773
51792,29717,283,1,924.7217
51793,29895,289,6,35646.5240
51794,30054,277,2,1494.8232
51795,29598,281,4,8578.8082
51796,30085,277,5,22.9341
51797,29991,284,1,35.6741
51798,30036,276,4,907.0909
51799,29945,279,5,790.5077
51800,30024,284,1,2998.2491
51801,29630,290,7,81.5070
51802,29800,283,1,3812.3838
51803,29777,290,7,1940.2551
51804,29556,286,9,978.8194
51805,29495,288,8,907.0909
51806,30015,286,9,16234.4291
51807,29569,275,3,4144.7183
51808,30035,275,4,1827.4519
51809,29523,275,4,49526.7416
51810,29947,277,2,51558.3371
51811,29926,287,10,403.1163
51812,29868,282,10,5814.6709
51813,29511,276,3,967.0164
51814,29706,286,9,65741.4458
51815,30005,287,10,23366.0623
51816,29846,279,5,5866.3595
51817,29845,288,8,2053.8436
51818,29918,289,6,44754.0089
51819,29985,282,10,7997.9122
51820,30030,282,10,4747.8670
51821,29521,281,1,5089.9487
51822,29913,276,3,145454.3660
51823,29615,282,10,112685.2793
51824,29968,279,5,59810.9802
51825,29792,275,4,63029.9457
51826,29727,283,1,81561.0362
51827,30063,281,4,25448.4308
51828,29924,276,3,74353.6530
51829,29506,281,4,11230.1556
51830,29617,274,1,126852.1615
51831,29963,279,5,22995.1150
51832,29910,289,6,49695.3575
51833,29901,276,4,34376.6700
51834,29665,286,9,3982.6289
51835,29526,288,8,16144.8272
51836,30095,275,4,42143.9543
51837,29609,287,8,77823.9958
51838,30112,284,1,44399.3457
51839,29705,278,6,48214.1832
51840,29516,286,9,663.3046
51841,29731,277,2,36.1923
51842,29560,281,4,50281.5162
51843,29544,278,6,10961.1443
51844,30022,276,4,5690.2167
51845,29522,276,4,52243.3825
51846,29719,274,1,1094.4518
51847,29830,278,6,11098.2790
51848,30047,276,4,6749.6866
51849,29784,276,4,12188.4783
51850,29608,289,6,75829.6463
51851,29863,289,6,4049.5107
51852,29691,279,5,4705.0590
51853,29896,279,5,39982.6320
51854,29640,279,5,30.1848
51855,29616,275,4,81750.2576
51856,29732,275,4,37928.8654
51857,29923,290,7,107757.3830
51858,29940,290,7,140042.1209
51859,29936,284,1,2168.2888
51860,29543,277,2,80031.2047
51861,29979,287,7,11762.4346
51862,29590,277,3,4651.4858
51863,29753,283,1,519.8674
51864,29880,279,5,4324.8038
51865,29588,284,1,579.4381
51866,30002,277,2,1100.4593
51867,30061,275,4,5983.4620
51868,29756,279,5,228.5340
51869,29845,288,8,29.8702
51870,29857,282,10,457.0679
51871,29790,286,9,225.9588
51872,29547,286,9,403.1163
51873,29819,275,3,367.8538
51874,29814,279,5,7471.2755
51875,30059,286,9,44816.9738
51876,18301,,9,2738.5657
51877,11409,,7,2646.4419
51878,11468,,10,2563.5890
51879,28788,,4,9.9340
51880,12204,,1,25.3819
51881,21407,,9,46.7194
51882,27688,,9,183.7394
51883,15138,,9,38.6640
51884,16338,,9,64.6094
51885,15640,,9,2.5305
51886,18293,,9,2.5305
51887,11530,,6,86.7204
51888,29079,,4,113.2404
51889,27659,,1,83.4054
51890,15571,,6,38.5535
51891,24940,,4,38.5535
51892,24293,,4,38.5535
51893,23556,,1,33.1390
51894,14567,,6,106.1574
51895,24994,,4,38.5535
51896,15856,,6,41.1834
51897,13199,,6,25.3377
51898,15507,,6,76.2119
51899,16982,,4,99.4169
51900,14870,,4,94.9748
51901,15703,,8,82.8529
51902,13571,,7,159.6394
51903,19344,,8,205.8394
51904,14204,,7,79.0959
51905,23941,,8,43.0729
51906,23962,,7,32.0340
51907,16192,,10,32.5754
51908,12392,,10,28.1554
51909,11566,,7,60.7529
51910,14079,,6,41.2055
51911,11746,,1,46.7194
51912,13015,,1,38.6750
51913,14329,,4,101.6048
51914,22895,,6,2708.6865
51915,20200,,1,2740.3337
51916,11693,,6,2535.9640
51917,28311,,9,2644.3313
51918,22330,,4,672.9008
51919,22284,,4,663.5083
51920,19413,,1,1265.7554
51921,16392,,7,1381.0732
51922,24611,,9,1346.9729
51923,11420,,7,2626.5408
51924,28607,,1,8.7848
51925,11091,,6,15.4479
51926,14557,,9,70.6869
51927,25811,,9,95.5273
51928,29307,,9,16.5529
51929,17062,,9,59.6590
51930,15766,,9,38.6640
51931,13615,,9,8.7848
51932,12098,,1,9.9340
51933,11276,,6,34.5534
51934,28237,,4,36.9402
51935,26584,,1,37.5479
51936,11287,,6,106.1574
51937,17374,,6,98.8533
51938,24741,,1,36.0230
51939,23670,,1,47.4377
51940,14291,,6,55.2169
51941,20537,,4,26.4869
51942,11223,,6,71.8029
51943,12077,,6,98.8644
51944,18454,,4,75.6815
51945,18835,,4,87.2729
51946,12054,,6,138.1140
51947,16781,,4,71.2394
51948,15319,,4,8.0444
51949,16041,,7,71.7919
51950,22818,,10,62.9408
51951,24839,,8,36.9402
51952,24094,,10,44.1779
51953,25310,,8,66.8194
51954,20958,,8,75.6815
51955,13582,,10,76.2119
51956,29393,,7,26.2769
51957,12061,,6,82.8529
51958,20183,,1,2708.6865
51959,11296,,1,2562.7823
51960,12283,,10,1352.3432
51961,26749,,9,596.6890
51962,16491,,6,830.2307
51963,24063,,7,2688.5092
51964,18309,,9,2776.1136
51965,18250,,9,2740.3337
51966,13540,,8,2653.0277
51967,12807,,8,2666.8623
51968,13171,,4,132.6000
51969,14052,,9,30.1444
51970,17305,,9,217.6519
51971,16609,,9,93.8698
51972,21176,,9,38.6750
51973,22846,,9,82.8529
51974,15136,,9,38.6640
51975,11763,,9,27.0615
51976,17074,,9,65.1729
51977,18191,,9,9.9340
51978,19969,,9,75.1069
51979,19477,,10,2799.3297
51980,11502,,6,59.6590
51981,11673,,1,59.6590
51982,28274,,1,5.5140
51983,11641,,6,23.7465
51984,18329,,6,26.2769
51985,27066,,4,37.5479
51986,15478,,6,42.9624
51987,16097,,6,11.0390
51988,13491,,6,16.5529
51989,21918,,4,76.2119
51990,12165,,6,176.2144
51991,11212,,6,132.5779
51992,18987,,1,132.5779
51993,27502,,6,77.3390
51994,16334,,1,93.8366
51995,16227,,4,89.4608
51996,14245,,1,62.9519
51997,18174,,7,8.0444
51998,17882,,10,35.6584
51999,25799,,10,15.4479
52000,27942,,7,32.5754
52001,13574,,8,44.1779
52002,11632,,6,85.0298
52003,15507,,6,176.7890
52004,15562,,1,624.3029
52005,21652,,6,659.6408
52006,20204,,4,2735.9248
52007,13883,,4,927.6254
52008,11818,,4,2625.4248
52009,11830,,4,2598.9158
52010,11323,,4,2758.3784
52011,12053,,4,2646.4419
52012,14150,,10,858.9607
52013,13260,,8,830.2307
52014,16664,,9,883.4254
52015,22282,,1,635.3529
52016,19403,,4,1276.8054
52017,12131,,7,2674.4757
52018,18470,,9,2699.9018
52019,23411,,9,1253.5894
52020,11344,,10,2538.4944
52021,12806,,8,2615.4908
52022,11488,,10,2566.1194
52023,11500,,6,38.6640
52024,19087,,9,40.8408
52025,18293,,9,79.5048
52026,29287,,9,5.5140
52027,27981,,9,44.1779
52028,26132,,9,44.1779
52029,24494,,9,11.0390
52030,11125,,9,8.7848
52031,19088,,9,2.5305
52032,16406,,10,1025.9815
52033,16427,,10,876.7733
52034,14091,,6,59.6590
52035,11300,,6,45.9570
52036,25337,,1,33.1279
52037,26199,,4,27.6140
52038,23466,,1,33.1390
52039,21762,,1,87.2508
52040,16848,,6,104.4004
52041,15413,,6,136.9979
52042,23559,,6,71.2394
52043,16384,,4,8.0444
52044,17276,,1,75.1069
52045,15476,,4,8.0444
52046,20130,,6,5.5140
52047,20492,,6,79.5269
52048,19781,,6,8.0444
52049,13818,,7,44.1890
52050,21861,,7,44.1779
52051,20142,,7,4.4090
52052,25801,,10,5.5140
52053,11723,,6,44.1890
52054,11207,,1,82.8529
52055,13234,,1,40.8408
52056,18960,,4,683.9729
52057,12060,,6,2672.4204
52058,11325,,1,2724.8527
52059,25749,,7,820.2968
52060,18699,,9,1911.6169
52061,20158,,9,635.3529
52062,25146,,1,1352.3432
52063,19532,,4,1332.0444
52064,17976,,8,1397.6482
52065,23311,,9,1276.8054
52066,12533,,1,80.6208
52067,12197,,4,8.7848
52068,13635,,9,35.6584
52069,20453,,9,23.7465
52070,20237,,9,23.7465
52071,21366,,9,44.1779
52072,11113,,9,55.2169
52073,12247,,9,55.2390
52074,11211,,6,71.2394
52075,27624,,4,32.0340
52076,28226,,1,66.8194
52077,24652,,1,101.1959
52078,25439,,4,79.0959
52079,24486,,4,40.4320
52080,23690,,4,43.0729
52081,25045,,1,42.9624
52082,23831,,1,77.3169
52083,11300,,6,35.6694
52084,14446,,6,16.5529
52085,14561,,6,55.2169
52086,20681,,4,11.0390
52087,19713,,1,87.2729
52088,13860,,6,16.5529
52089,18935,,4,77.3390
52090,18889,,1,87.2729
52091,15157,,6,136.9979
52092,27415,,6,77.3390
52093,17685,,1,5.5140
52094,15861,,4,8.0444
52095,13872,,1,199.9829
52096,20050,,7,65.1729
52097,15617,,7,66.2006
52098,28908,,10,36.9402
52099,15681,,10,37.5479
52100,27184,,8,99.4169
52101,16964,,6,24.2879
52102,12724,,8,16.5529
52103,21618,,6,620.9769
52104,11327,,4,2582.6834
52105,11522,,1,2552.5169
52106,24660,,4,2673.0613
52107,18272,,9,2738.5657
52108,11394,,10,2588.9266
52109,11416,,7,2574.6279
52110,12742,,8,2646.4419
52111,11547,,7,2574.6279
52112,11496,,10,2650.8398
52113,11277,,6,38.6640
52114,15592,,9,27.6140
52115,21883,,9,46.7194
52116,27968,,9,44.1779
52117,22028,,9,77.3390
52118,25923,,9,6.9394
52119,13138,,9,4.4090
52120,22693,,7,1939.2529
52121,24093,,10,2725.2836
52122,11700,,4,69.5929
52123,12176,,1,132.6000
52124,27040,,2,8.0444
52125,11738,,6,54.6754
52126,26489,,4,27.6140
